"ID","Name","Description","Type","Parent Customer ID","Bill to Parent","Status","Website","Billing Batch","Payment Terms","Currency","Billing Cycle Day","Auto-Pay","Allow Customer to Disable Auto-Pay","Tax Exempt","Account Balance","Price Book ID","Gateway Name","Gateway Account Name","Payment Gateway ID","Billing Contact ID","Shipping Contact ID","ACH Credit Account Number","ACH Credit Routing Number","ACH Credit Bank Name","ACH Credit Swift Code","ACH Payment Enabled","Canadian Pre-Authorized Payment Enabled","ACH Credit Payment Enabled","Credit Card Payment Enabled","Affirm Payment Enabled","Payment Processing Fee Enabled","Portal Status","Last Invoice Date","Contracted MRR","Discounted CMRR","Contracted ARR","Discounted CARR","Print Enabled","Email Enabled","Integration Status","Integration Failed At","Integration Failed At Avalara","Integration Failed At Quickbooks","Created By","Updated By","Created Date","Updated Date","Implementation Budgeted Hours","Project Lead","Project Type","Target Project End Date","Implementation Hours Consumed to Date","Premium Support","Premium Support Hours","CSM","Use Case Notes","Data Cleanup Date","Implementation - Summary","Target Go Live Date","Actual Go Live Date","GL","Last Connect Date","Client Sentiment","Product Issues","Implementation - Lead","Implementation - Kickoff Date","Implementation - Running Notes","Customer Sentiment","Planned Integrations","Target Implementation End Date","Other Risk","PO Number","Date of non-renewal","Sales Rep","quickbooks_id","Renewal Notes","Customer Success - Notes","Implementation - T&M Start Date","Challenges and Opportunities","Stickiness Factor","salesforce_id","Database Location","avalara_entity_use_code","avalara_customer_code","business_identification_num","netsuite_id","Tier","Term Notes","Amount Remaining in Tier","Invoice Usage","Implementation - Project Health","Database ID","Tier Maximum Invoicing Value","Graduation Line Nearing?","Client Status"
"C-00070","Zephr Inc. Limited","","business","","","Active","","Default","Net 30","USD","12th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00159","CT-00159","","","","","Yes","No","No","No","No","No","","2022-04-14","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","rob.koh@ordwaylabs.com","sg@ordwaylabs.com","2021-04-02 05:00:48 UTC","2025-07-30 16:14:06 UTC","0","","","","0","No","0","","","","","","2021-06-21","Xero","","","","","2021-04-12","","","","","","","2023-04-11 Customer Acquired","Renewal","287","","","","","","","EU","","C-00070","","","Tier 1","","4459890.60","540109.40","Green","24, 29","5000000.00","","Churned"
"C-00071","ARCA Recycling Inc / Arca Services Inc","","business","","","Active","","Default","Net 10","USD","5th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00162","CT-00162","","","","","Yes","No","No","No","No","No","","2022-01-05","0.00","0.00","0.00","0.00","Yes","Yes","failed","2025-07-30 15:55:23 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-04-23 20:07:28 UTC","2025-07-30 16:14:06 UTC","0","","","","0","No","0","","","","","","","NetSuite","","","","","","","","","","","","","Renewal","295","","","","","","","","","C-00071","","","Tier 5","","40000000.00","0.00","Green","346","40000000.00","","Churned before go live"
"C-00072","Gentreo","","business","","","Active","","dunning customers","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","cus_JVBw7P0wJAIlu0","CT-00167","CT-00167","","","","","Yes","No","No","No","No","No","","2025-06-01","2000.00","2000.00","24000.00","24000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-04 21:09:46 UTC","2025-07-30 16:14:06 UTC","0","","None","","0","No","0","","","","","","","QBO","","1 Green","","Sheri Goodwin","2021-09-07","","Business Risk","","2022-01-21","Business is not doing well","","","Renewal","298","","Gentreo is turning out to be a very challenging customer. We will need to engage sales as they have not come through on their side of the deal with agreed upon introductions, and meanwhile, will not sign any change orders on implementation, wanting to extend the $0 implementation with new asks/requirement.","2021-07-29","Invoiced only $30k over the last 365 days","","","US","","C-00072","","","Tier 1","","4994177.00","5823.00","Yellow","347","5000000.00","","Potential Churn"
"C-00073","Kira Systems","-","business","","","Active","","Default","Net 10","USD","24th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_JSrCGnXiA9D1C4","CT-00168","CT-00168","","","","","Yes","No","No","No","No","No","","2022-08-24","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-07 17:43:15 UTC","2025-07-30 16:14:07 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","2023-04-18","","Satisfied","","2023-07-18","","","Customer shut down product line","Renewal","300","Meeting with ben 6/6/23 to discuss future.","","2023-01-01","","","","US","","C-00073","","","Tier 2","","10000000.00","0.00","Green","","10000000.00","","Churned before go live"
"C-00074","LinenMaster","","business","","","Active","","Default","Net 10","USD","9th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00172","CT-00172","","","","","Yes","No","No","No","No","No","","2025-06-10","3300.00","3300.00","39600.00","39600.00","Yes","Yes","failed","2025-07-30 15:55:27 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-11 11:27:15 UTC","2025-07-30 16:14:07 UTC","0","Alex","Upcoming Project","","0","No","0","","","","","","","Xero","2023-08-30","1 Green","","Nicholas Caligaris","2021-06-09","They are live with billing. Katie has been frustrated with the lack of a NetSuite integration since she has to manually map and create custom fields in Ordway. Brannon helped her on 9/30's calls, so she seems more reassured. Once she completes her mapping exercise, she is prepared to transition to customer support (i.e. I have told her multiple times that this is the next move and she concurred). I have all the transition documentation complete, so I just need to wait until she can succesfully import transactions into NetSuite.","Satisfied","","2021-08-30","","","","Renewal","301","","","","Upcoming SFDC integration","","","US","","C-00074","","","Tier 1","","1948004.80","3051995.20","Green","348","5000000.00","","Live - Support"
"C-00075","Apex HCM","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_JV7Zr9IF8W14p8","CT-00174","CT-00174","","","","","Yes","No","No","No","No","No","","2021-06-20","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-13 15:30:41 UTC","2025-07-30 16:14:07 UTC","0","","","","0","No","0","","","","","","","NetSuite","","","","","","","","","","","","","Renewal","302","","","","","","","US","","C-00075","","","Custom","","14979000.00","21000.00","Green","385","15000000.00","","Churned before go live"
"C-00076","Bevy Labs Inc","-","business","","","Active","","Default","Net 30","USD","7th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00176","CT-00176","","","","","Yes","No","No","No","No","No","","2023-11-07","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-27 16:16:57 UTC","2025-07-30 16:14:08 UTC","0","","None","","0","No","0","","","","","","2021-08-27","QBO","2023-10-19","","","Matt Davison","2021-06-07","Many of the people involved in the implementation have left Bevy in the last few weeks. We are being introduced to team members that will be filling in, but does create some uncertainty with the turnover.","Satisfied","","2021-08-27","","","","Renewal","304","","9/19/22 - customer has paid all invoices. 8/17/22 - We met with Bevy and the work Matt and team did has made their processes smooth. They recently paid the first half of the annual invoice and will be paying the second half shortly. 6/22/22 - Due to sfdc issues the client requested a 6 month renewal term. We countered asking them to just pay half of the annual invoice now, and then the remainder once we get them to a steady state.","","Product delivered front loaded revenue rule a few months later than expected and the client churned","","","US","","C-00076","","","Tier 2","","3578915.67","6421084.33","Green","351","10000000.00","","Churned"
"C-00077","Faction, Inc.","","business","","","Active","","Default","Net 30","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00178","CT-00178","","","","","Yes","No","No","No","No","No","","2025-01-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-29 02:42:55 UTC","2025-07-30 16:14:08 UTC","0","","None","","0","No","0","","","","","","","NetSuite","2024-03-05","1 Green","","Matt Davison","2021-06-15","Faction has settled into a consistent process for their regular operations (billing, reporting, month-close process). They had a few items they have requested as new features/product enhancements (apply fee for CC payments over a certain amount, more functionality from our notifications). Time is scheduled for next week to review their SFDC processes and provide guidance on how to get the most value out of the automation.","Satisfied but with Handholding","","2021-11-30","Business was acquired","","","Renewal","305","","9/13/22 - Alex and Matt have spend dozens of hours building a connection to CPQ, something that we would refer them to a partner for in the future (or charge for).","","","","","","","C-00077","","","Tier 4","","20839072.55","9160927.45","Green","386","30000000.00","","Churned"
"C-00078","Trulioo","-","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00180","CT-00180","","","","","Yes","No","No","No","No","No","","2025-06-01","14908.33","9900.00","178900.00","118799.99","Yes","Yes","failed","2025-07-30 15:55:32 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-05-29 02:50:37 UTC","2025-07-30 16:14:09 UTC","0","Sneha/ Vijay","Hypercare Project","2025-01-31","0","No","0","","","","","","","Intacct","2024-07-08","2 Yellow","","Theresa Hall","2021-07-01","","Satisfied","","2021-11-01","","","","Renewal","306","","8/28/23 - Received email confirming to mark the new lambda changes as solved<br />
8/28/23 - Vijay finished the workflow work and Abby said that there were no issues last month.<br />
<br />
Note from Abby on Sep 8 2022: Intacct integration is not automated as Trulioo needs different types of tax charges based on different currencies as they have customers across Canada, US and other countries. Ordway only supports one type of sales tax on GL accounts. Max suggested: We can explore to set up a workflow automation to identify a sales tax bracket based on a particular currency selected when creating a subscription.","2021-11-15","Many of the performance bugs have been resolved by prod team. Some lingering issues have been observed by Trulioo - Subscriptions v2 framework continues to have bugs

Reported a issue with credits not creating on - 03/04/2025. Asked them to share logs for further analysis.","","","US","","C-00078","","","Tier 8","","143840.13","79856159.87","Green","352","80000000.00","","Live - Support"
"C-00079","Spiff","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00181","CT-00181","","","","","Yes","No","No","No","No","No","","2024-04-19","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-06-04 18:58:42 UTC","2025-07-30 16:14:09 UTC","0","","None","","0","No","0","","","","","","","QBO","2024-02-14","1 Green","","Todd Goldfarb","2021-07-01","Lots of customer workflows for SF requirements but has caused many hours to have been consumed for Spiff and the implementation is behind on schedule. We are now in T&M but have imported customers and will be very automated when we go live.
12/12 - SF package upgrade with the null values passing (Null values not passing through from oop line item to contract line item; Null values from contract to sub line item) If a charge line is ended/not recurring, do not include it in Renewal creation in package: https://ordway.atlassian.net/browse/SFDC-882","Satisfied","","2021-12-17","Acquired by Salesforce","","","Renewal","308","","Has a handful on non-blocker SFDC package improvement requests. Wants to improve QBO integration to enable mapping for qbo credit memos. Emailed escalating this on 6/8/22 https://ordwaylabs.zendesk.com/hc/requests/6246","2021-10-01","Occasional SFDC flare ups","","","","","C-00079","","","Custom","","5000000.00","0.00","Green","353","5000000.00","","Churning"
"C-00080","MBS Highway","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00182","CT-00182","","","","","Yes","No","No","No","No","No","","2023-01-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-06-07 20:24:46 UTC","2025-07-30 16:14:09 UTC","0","","","","0","No","0","","","","","","2023-05-01","QBO","","","","Max Rosenberg","2023-01-04","","Satisfied","","2023-05-01","","","","Renewal","309","Customer not expired - Renewal conversations on going (this is part of the same conversation that is ongoing with ListReports","","2021-11-01","","","","","","C-00080","","","Tier 3","","20000000.00","0.00","Green","388","20000000.00","","Churned before go live"
"C-00081","Bloomerang","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00188","CT-00188","","","","","Yes","No","No","No","No","No","","2025-07-02","9400.00","8714.58","112800.00","104575.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2021-06-25 16:01:29 UTC","2025-07-30 16:14:10 UTC","0","","None","","0","No","0","","","","","","","QBO","2024-07-08","2 Yellow","","Theresa Hall","2021-08-09","Merger of two companies on two different billing systems is presenting Change Mangement challenges that run deeper than inserting a billing system. Strategy has been to build the relationship up with the client as we have to take phased approaches with the different billing systems and is likely going to be a very very long project. Good news is that the relationship is great and they're very open to parterning and being ushered into their new era of automation","Satisfied but with Handholding","","2021-11-17","","","","Renewal","311","","10/31/22- Max/Aberna/ met with Jeff for a QBR. Below are the few follow ups from my end. 1. Looking out for external refund in Ordway - at the moment it is being done manually 2. SSO feature - Looking out for SSO functionality which integrates Bloomerang and Ordway platform where customers can have access to both the systems. Goals 1. It is going to be a year since go live and looking to automate BR and Payment run 2.Looking for the new reporting functionality. 3. Looking forward to using the MRR report to understand the retention rate. 7/15/22 - sg/max/aberna met with Jeff/Steve voicing some complaints about bugs hampering their progress. MRR Reporting for net retention is still not working as designed. Aberna to put together a list of all open items in google sheet, assign owner for each, and target date for each (link to jiras/zendesk when appropriate)","","Seeking guidance on API - Vijay sharing recommendations","","","US","","C-00081","","","Tier 4","","19146422.31","10853577.69","Green","397","30000000.00","","Live - Support"
